Index,Date,Legacy Fixtures (V1 Archive),Competition,Home,Away,FT_Score,Signal,Bookmaker,Odds,Conviction,Allocation,Settlement,Net_PnL,Commit_Hash,赛后结算,Line Mvmt,Metrics,Turnover,Cum PnL,实时 Yield%,ROI%,按钮,Markdown 生成
21,2026年7月11日,尤文图德vs维拉诺瓦,BRA2 巴西乙,JUV 尤文图德,VNO 维拉诺瓦,,亚盘,,0.85,1% 稳健仓,1,Win,0.85,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/566e75293814da64fea8c9f02a268ebfdf6140be,🟢 绿色 (W),阻上诱下,拉锯均势死锁,19,-4.85,-30.79%,-5.85,No,"2026-07-11,BRA2,JUV,VIL,Pending,亚盘,0.85,1,Win,0.85,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/566e75293814da64fea8c9f02a268ebfdf6140be"
22,2026年7月11日,累西腓体育vs保地花高SP,BRA2 巴西乙,SPR 累西腓体育,BSP 保地花高SP,,欧赔,,4.35,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/566e75293814da64fea8c9f02a268ebfdf6140be,🔴 红色 (L),阻下诱上,主场龙/客场虫,20,-5.85,-34.25%,-6.85,No,"2026-07-11,BRA2,SPO,BSP,Pending,欧赔,4.35,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/566e75293814da64fea8c9f02a268ebfdf6140be"
23,2026年7月12日,哈马比vs卡尔马,SWE1 瑞典超,HAM 哈马比,KAL 卡尔马,,亚盘,Pinnacle,0.97,1% 稳健仓,1,Win,0.97,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/68f43ed91ce47dfac6ec6c6edc41e2f51b9b1ae3,🟢 绿色 (W),阻上诱下,无,21,-4.88,-28%,-5.88,No,"2026-07-12,SWE1,HAM,KAL,Pending,亚盘,0.97,1,Win,0.97,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/68f43ed91ce47dfac6ec6c6edc41e2f51b9b1ae3"
24,2026年7月12日,瓦斯特拉斯vs代格福什,SWE1 瑞典超,GAI 盖斯,DEG 代格福什,,欧赔,Pinnacle,2.13,1% 稳健仓,1,Win,2.13,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/68f43ed91ce47dfac6ec6c6edc41e2f51b9b1ae3,🟢 绿色 (W),直觉-超跌反弹,无,22,-2.75,-17.05%,-3.75,No,"2026-07-12,SWE1,GAI,DEG,Pending,欧赔,2.13,1,Win,2.13,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/68f43ed91ce47dfac6ec6c6edc41e2f51b9b1ae3"
25,2026年7月14日,佐加顿斯vs哈尔姆斯,SWE1 瑞典超,DJU 尤尔加登,HAL 哈尔姆斯塔德,,亚盘,Pinnacle,1.07,1% 稳健仓,1,Win,1.07,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/fab6eb026968a07a914346e37859b2a10d1dfd26,🟢 绿色 (W),深盘阻大,无,23,-1.68,-11.65%,-2.68,No,"2026-07-14,SWE1,DJU,HAL,Pending,亚盘,1.07,1,Win,1.07,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/fab6eb026968a07a914346e37859b2a10d1dfd26"
26,2026年7月14日,贝雷达比历克vs凯夫拉维克,ISL1 冰岛超,BDK 贝雷达比历克,KEF 凯夫拉维克,,欧赔,Pinnacle,3.76,2% 核心仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5035dc1ec0c7133203a9622a47b5ab1303bd5c6e,🔴 红色 (L),让步过浅,主场龙/客场虫,24,-2.68,-15.33%,-3.68,No,"2026-07-14,ISL1,BRE,KEF,Pending,欧赔,3.76,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5035dc1ec0c7133203a9622a47b5ab1303bd5c6e"
27,2026年7月14日,米内罗美洲vs隆迪那,BRA2 巴西乙,AMM 米内罗美洲,LDR 隆迪那,欧赔,Pinnacle,3.85,2% 核心仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5035dc1ec0c7133203a9622a47b5ab1303bd5c6e,🔴 红色 (L),让步过浅,主场龙/客场虫,25,-3.68,-18.72%,-4.68,No,"2026-07-14,BRA2,AME,LON,Pending,欧赔,3.85,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5035dc1ec0c7133203a9622a47b5ab1303bd5c6e"
28,2026年7月14日,塞阿拉vs巴西竞技,BRA2 巴西乙,CEA 塞阿拉,ATC 巴西竞技,,亚盘,Pinnacle,0.93,2% 核心仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5035dc1ec0c7133203a9622a47b5ab1303bd5c6e,🔴 红色 (L),机构强势深盘,无,26,-4.68,-21.85%,-5.68,No,"2026-07-14,BRA2,CEA,ATC,Pending,亚盘,0.93,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5035dc1ec0c7133203a9622a47b5ab1303bd5c6e"
29,2026年7月15日,法国vs西班牙,WC 世界杯,FRA 法国,ESP 西班牙,欧赔,Pinnacle,3.01,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4,🔴 红色 (L),无,无,27,-5.68,-24.74%,-6.68,No,"2026-07-15,WC,FRA,西班牙,Pending,欧赔,3.01,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4"
30,2026年7月15日,福尔柯克vs艾尔联,SLC 苏联杯,FAL 福尔柯克,AYR 艾尔联,,亚盘,Pinnacle,0.9,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4,🔴 红色 (L),机构强势深盘,无,28,-6.68,-27.43%,-7.68,No,"2026-07-15,SCO_LC,FAL,AYR,Pending,亚盘,0.9,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4"
31,2026年7月15日,基马诺克vs拉茨流浪者,SLC 苏联杯,KIL 基马诺克,RAI 拉茨流浪者,,欧赔,Pinnacle,1.55,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4,🔴 红色 (L),无,无,29,-7.68,-29.93%,-8.68,No,"2026-07-15,SCO_LC,KIL,RAI,Pending,欧赔,1.55,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4"
32,2026年7月15日,沙姆洛克流浪vs弗洛里亚纳,UCLQ 欧冠预选,SHA 沙姆洛克流浪,FLO 弗洛里亚纳,,亚盘,Pinnacle,0.88,1% 稳健仓,1,Win,0.88,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4,🟢 绿色 (W),机构强势深盘,无,30,-6.8,-26%,-7.8,No,"2026-07-15,UCLQ,SHA,FLO,Pending,亚盘,0.88,1,Win,0.88,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5e9995b40a93372cfbe028bb3b1e9031f20265d4"
33,2026年7月16日,国际图尔库vs萨拉热窝,UECL 欧协联,ITK 国际图尔库,FCS 萨拉热窝,,大小球,Pinnacle,0.8,1% 稳健仓,1,Win,0.8,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/82665482219067a15e16d35ecf771da3095ae418,🟢 绿色 (W),无,无,31,-6,-22.58%,-7,No,"2026-07-16,UECL,INT,,Pending,大小球,0.8,1,Win,0.8,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/82665482219067a15e16d35ecf771da3095ae418"
34,2026年7月17日,德里城vs索非亚中央陆军,UELQ 欧联预选,DER 德里城,CSS 索菲亚中央陆军,,欧赔,Pinnacle,3.65,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5ecc590426dc8b47ee7e22b122cb8a6d3e3ad555,🔴 红色 (L),无,无,32,-7,-25%,-8,No,"2026-07-17,UELQ,DER,CSS,Pending,欧赔,3.65,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5ecc590426dc8b47ee7e22b122cb8a6d3e3ad555"
35,2026年7月17日,维斯特里vs卡拉巴赫,UELQ 欧联预选,VES 韦斯特里,QAR 卡拉巴赫,,亚盘,Pinnacle,0.79,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5ecc590426dc8b47ee7e22b122cb8a6d3e3ad555,🔴 红色 (L),无,主场龙/客场虫,33,-8,-27.27%,-9,No,"2026-07-17,UELQ,VES,QAR,Pending,亚盘,0.79,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/5ecc590426dc8b47ee7e22b122cb8a6d3e3ad555"
36,2026年7月17日,竞技俱乐部vs防卫者,COA 阿根廷杯,RAC 竞技俱乐部,DYJ 防卫者,,欧赔,Pinnacle,4.34,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🔴 红色 (L),直觉-纯粹高赔博弈,球风绝对压制,34,-9,-29.41%,-10,No,"2026-07-17,ARG_CUP,RAC,DYJ,Pending,欧赔,4.34,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
37,2026年7月17日,博塔弗戈vs桑托斯,BRA1 巴西甲,BOT 博塔弗戈,SAN 桑托斯,,欧赔,Pinnacle,3.38,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🔴 红色 (L),让步过浅,主场龙/客场虫,35,-10,-31.43%,-11,No,"2026-07-17,BRA1,BOT,SAN,Pending,欧赔,3.38,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
38,2026年7月17日,CF蒙特利尔vs多伦多FC,USA1 美职联,MTR CF蒙特利尔,TRT 多伦多FC,,欧赔,Pinnacle,2.42,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🔴 红色 (L),直觉-超跌反弹,拉锯均势死锁,36,-11,-33.33%,-12,No,"2026-07-17,MLS,MTL,TOR,Pending,欧赔,2.42,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
39,2026年7月17日,雷加塔斯巴西vs累西腓航海,BRA2 巴西乙,CRB 雷加塔斯巴西,NAU 累西腓航海,,欧赔,Pinnacle,2.01,1% 稳健仓,1,Loss,2.01,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🟢 绿色 (W),阻上诱下,无,37,-9.01,-27.05%,-10.01,No,"2026-07-17,BRA2,CRB,NAU,Pending,欧赔,2.01,1,Loss,2.01,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
40,2026年7月17日,圣路易斯城vs堪萨斯城竞,USA1 美职联,STL 圣路易斯城,SKC 堪萨斯城竞技,,大小球,Pinnacle,0.82,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🔴 红色 (L),无,无,38,-10.01,-28.97%,-11.01,No,"2026-07-17,MLS,STL,SKC,Pending,大小球,0.82,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
41,2026年7月17日,芝加哥火焰vs温哥华白浪,USA1 美职联,CHI 芝加哥火焰,VAN 温哥华白浪,,大小球,Pinnacle,0.9,1% 稳健仓,1,Push,0,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,⚪灰色 (P),市场强拉平衡,拉锯均势死锁,39,-10.01,-28.23%,-11.01,No,"2026-07-17,MLS,CHI,VAN,Pending,大小球,0.9,1,Push,-,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
42,2026年7月17日,萨尔米安杜vs博卡青年,COA 阿根廷杯,SAR 萨尔米安杜,BOC 博卡青年,,大小球,Pinnacle,1.02,1% 稳健仓,1,Push,0,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,⚪灰色 (P),无,无,40,-10.01,-27.53%,-11.01,No,"2026-07-17,ARG_CUP,SRM,BOC,Pending,大小球,1.02,1,Push,-,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
43,2026年7月17日,西雅图海湾人vs波特兰伐木者,USA1 美职联,SEA 西雅图海湾人,PTL 波特兰伐木者,,亚盘,Pinnacle,1,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🔴 红色 (L),机构强势深盘,无,41,-11.01,-29.29%,-12.01,No,"2026-07-17,MLS,SEA,POR,Pending,亚盘,1,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
44,2026年7月17日,蒂华纳vs老虎大学,MEX1 墨西联,TIJ 蒂华纳,TIG 老虎大学,,欧赔,Pinnacle,2.07,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🔴 红色 (L),阻上诱下,无,42,-12.01,-30.98%,-13.01,No,"2026-07-17,MEX1,TIJ,TIG,Pending,欧赔,2.07,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
45,2026年7月17日,维多利亚vs瓦斯科达伽马,BRA1 巴西甲,VTA 维多利亚,VAS 瓦斯科达伽马,,大小球,Pinnacle,1.02,1% 稳健仓,1,Win,1.02,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29,🟢 绿色 (W),浅盘诱大,拉锯均势死锁,43,-11.01,-27.93%,-12.01,No,"2026-07-17,BRA1,VIT,VAS,Pending,大小球,1.02,1,Win,1.02,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/6327290aaea4ca71e9e63f197886ebf888beca29"
46,2026年7月17日,沃伦塔利vs博托沙尼,ROM1 罗甲,VLT 沃伦塔利,BTO 博托沙尼,,欧赔,Pinnacle,3.18,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/dc77788fb2c9409cea7b197551dfa43512bc0c80,🔴 红色 (L),直觉-市场诱盘,无,44,-12.01,-29.57%,-13.01,No,"2026-07-17,ROM1,VOL,BTO,Pending,欧赔,3.18,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/dc77788fb2c9409cea7b197551dfa43512bc0c80"
47,2026年7月18日,克鲁比04vs哈卡,FIN2 芬甲,KLU 克鲁比04,HAK 哈卡,,大小球,Pinnacle,0.97,1% 稳健仓,1,Win,0.97,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/b1ceed86b31572522b89bd324831704a41ded4a2,🟢 绿色 (W),无,主场虫/客场龙,45,-11.04,-26.76%,-12.04,No,"2026-07-18,FIN2,KLU,HAK,Pending,大小球,0.97,1,Win,0.97,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/b1ceed86b31572522b89bd324831704a41ded4a2"
48,2026年7月18日,卡亚尼卡帕vsSJK学院,FIN2 芬甲,KPA 卡帕,SJA SJK学院,,欧赔,Pinnacle,2.43,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/b1ceed86b31572522b89bd324831704a41ded4a2,🔴 红色 (L),浅盘诱大,主场虫/客场龙,46,-12.04,-28.35%,-13.04,No,"2026-07-18,FIN2,KAP,SJA,Pending,欧赔,2.43,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/b1ceed86b31572522b89bd324831704a41ded4a2"
49,2026年7月18日,哥德堡vs布鲁马波卡纳,SWE1 瑞典超,GOT 哥德堡,BPK 布洛马波卡纳,,欧赔,Pinnacle,1.93,1% 稳健仓,1,Win,0.93,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e,🟢 绿色 (W),机构强势深盘,主场虫/客场龙,47,-11.11,-25.77%,-12.11,No,"2026-07-18,SWE1,GOT,BRO,Pending,欧赔,1.93,1,Win,0.93,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e"
50,2026年7月18日,米亚尔比vs瓦斯特拉斯,SWE1 瑞典超,MJA 米亚尔比,GAI 盖斯,,欧赔,Pinnacle,3.99,1% 稳健仓,1,Win,3.99,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e,🟢 绿色 (W),阻下诱上,主场龙/客场虫,48,-7.12,-16.92%,-8.12,No,"2026-07-18,SWE1,MJA,GAI,Pending,欧赔,3.99,1,Win,3.99,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e"
51,2026年7月18日,博德闪耀vs腓特烈斯塔,NOR1 挪超,BOD 博德闪耀,FFK 腓特烈斯塔,,亚盘,Pinnacle,0.85,2% 核心仓,1,Win,0.85,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e,🟢 绿色 (W),阻下诱上,主场龙/客场虫,49,-6.27,-14.84%,-7.27,No,"2026-07-18,NOR1,BOD,FRE,Pending,亚盘,0.85,1,Win,0.85,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e"
52,2026年7月18日,布加勒斯特星队vs阿格斯,ROM1 罗甲,FSB 布加勒斯特星,AGS 阿格斯,,大小球,Pinnacle,0.88,1% 稳健仓,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e,🔴 红色 (L),阻上诱下,主场龙/客场虫,50,-7.27,-16.54%,-8.27,No,"2026-07-18,ROM1,FCS,ARG,Pending,大小球,0.88,1,Loss,-1,https://github.com/ethan-0625/MCO-Sports-Alpha-Research/commit/0a1e1413beaba3a067839ef440cf4094bfb7660e"
